title,author,average_rating,ratings_count,reviews_count,book_url,rating_to_review_ratio
Johnny Got His Gun,Dalton Trumbo,4.21,47829,5739.48,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,8.331881654495792
"Absalom, Absalom!",William Faulkner,3.99,47364,5683.679999999999,https://www.goodreads.com/book/show/373755.Absalom_Absalom_,8.331867405025438
Gravity’s Rainbow,Thomas Pynchon,4.01,47324,5678.88,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,8.33186616618661
The Twilight Collection,Stephenie Meyer,3.82,47217,5666.04,https://www.goodreads.com/book/show/690926.The_Twilight_Collection,8.33186284197747
"Think Twice (Myron Bolitar, #12)",Harlan Coben,4.24,46077,5529.24,https://www.goodreads.com/book/show/198494009-think-twice,8.331826466844115
"Consequences (Consequences, #1)",Aleatha Romig,3.92,43203,5184.36,https://www.goodreads.com/book/show/12368985-consequences,8.331726244658038
My Name Is Asher Lev,Chaim Potok,4.24,43095,5171.4,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,8.331722217925915
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,3.99,42465,5095.8,https://www.goodreads.com/book/show/18134894-tears-of-tess,8.331698320514832
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,3.6,41863,5023.5599999999995,https://www.goodreads.com/book/show/205404157-viciously-yours,8.331674813316988
The Complete Calvin and Hobbes,Bill Watterson,4.81,41807,5016.84,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,8.331672592191062
The Shards,Bret Easton Ellis,4.0,40505,4860.599999999999,https://www.goodreads.com/book/show/60880820-the-shards,8.331619220009875
The Elephant Tree,R.D. Ronald,3.89,38572,4628.639999999999,https://www.goodreads.com/book/show/9293020-the-elephant-tree,8.331533337365325
The Zombie Room,R.D. Ronald,3.91,38357,4602.84,https://www.goodreads.com/book/show/29908754-the-zombie-room,8.33152325015639
The Complete Novels,Jane Austen,4.57,33893,4067.16,https://www.goodreads.com/book/show/14905.The_Complete_Novels,8.331284905215135
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,32701,3924.12,https://www.goodreads.com/book/show/20559676-killing-sarai,8.331210255992174
"Truth (Consequences, #2)",Aleatha Romig,4.34,32557,3906.8399999999997,https://www.goodreads.com/book/show/16070018-truth,8.33120086799869
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,4.41,28092,3371.04,https://www.goodreads.com/book/show/22107214-souls-unfractured,8.330862030106404
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,4.3,27833,3339.96,https://www.goodreads.com/book/show/52022378-sheever-s-journal-diary-of-a-poison-master,8.33083904027585
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,4.28,26647,3197.64,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for,8.330728059425256
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,3.42,18748,2249.7599999999998,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons,8.32963088023601
The Three Witches and the Master,Max Nowaz,4.3,18036,2164.3199999999997,https://www.goodreads.com/book/show/156150514-the-three-witches-and-the-master,8.329484787467905
A Story of Yesterday,Sergio Cobo,4.53,17671,2120.52,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday,8.329405332026095
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,4.29,17057,2046.84,https://www.goodreads.com/book/show/205338104-murder-on-family-grounds,8.329264005000391
Taming Flame,Therisa Peimer,4.28,16920,2030.3999999999999,https://www.goodreads.com/book/show/61608233-taming-flame,8.329231072166978
"The High Auction (Wisdom Revolution, #1)",Misba,4.69,16547,1985.6399999999999,https://www.goodreads.com/book/show/60215314-the-high-auction,8.329138646156325
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,4.21,16170,1940.3999999999999,https://www.goodreads.com/book/show/43722869-the-eden-paradox,8.3290408983208
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,4.29,15905,1908.6,https://www.goodreads.com/book/show/62986809-pericles-and-aspasia,8.328969417679096
The Polymorph,Max Nowaz,4.28,14981,1797.72,https://www.goodreads.com/book/show/101265124-the-polymorph,8.328700409179861
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.7,13550,1626.0,https://www.goodreads.com/book/show/60215458-the-oldest-dance,8.32821143208359
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,3.91,12928,1551.36,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night,8.327965162719988
The Roommate,Kiersten Modglin,3.77,12893,1547.1599999999999,https://www.goodreads.com/book/show/57040367-the-roommate,8.32795059942125
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,3.98,11941,1432.9199999999998,https://www.goodreads.com/book/show/2184798.Blood_River,8.327521758536042
"Magical Midlife Awakening (Leveling Up, #9)",K.F. Breene,4.63,11072,1328.6399999999999,https://www.goodreads.com/book/show/205840559-magical-midlife-awakening,8.327065972744503
The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,4.43,9774,1172.8799999999999,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr,8.32623436807851
A Winter Grave,Peter  May,4.06,9267,1112.04,https://www.goodreads.com/book/show/67998095-a-winter-grave,8.325846330769783
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,4.35,8546,1025.52,https://www.goodreads.com/book/show/202901080-the-lies-of-vampires-and-slayers,8.325215290496045
"Heretical Fishing (Heretical Fishing, #1)",Haylock Jobson,4.26,7555,906.6,https://www.goodreads.com/book/show/208099994-heretical-fishing,8.324151608638166
"Inara (Godfrey Davis, #3)",A.R. Merrydew,4.35,6198,743.76,https://www.goodreads.com/book/show/215186841-inara,8.32214404640421
Head Like a Hole,Andrew Van Wey,3.85,5802,696.24,https://www.goodreads.com/book/show/61800582-head-like-a-hole,8.321381446847571
Houdini Heart,Ki Longfellow,3.84,5458,654.9599999999999,https://www.goodreads.com/book/show/11324204-houdini-heart,8.320629306665042
"Not Forever, But For Now",Chuck Palahniuk,3.04,4847,581.64,https://www.goodreads.com/book/show/101145468-not-forever-but-for-now,8.31903061925031
The Secret Magdalene,Ki Longfellow,4.14,4722,566.64,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene,8.318652667183427
Mistress Suffragette,Diana   Forbes,4.29,4571,548.52,https://www.goodreads.com/book/show/34521870-mistress-suffragette,8.318168583491047
Flow Down Like Silver,Ki Longfellow,4.01,4510,541.1999999999999,https://www.goodreads.com/book/show/6801755-flow-down-like-silver,8.3179638509775
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,3.81,4053,486.35999999999996,https://www.goodreads.com/book/show/18300212-the-trigger,8.31623440577807
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,4.44,3557,426.84,https://www.goodreads.com/book/show/59317244-living-fearless,8.313855646970831
انتحار فاشل,أحمد جمال الدين رمضان,4.54,3304,396.47999999999996,https://www.goodreads.com/book/show/30528535,8.312367917882662
العصبي,أحمد جمال الدين رمضان,4.59,2882,345.84,https://www.goodreads.com/book/show/30528544,8.30930688501903
I'm Glad You're Dead: Preternatural Chronicles Book 1,Hunter Blain,4.22,2602,312.24,https://www.goodreads.com/book/show/197891975-i-m-glad-you-re-dead,8.30672966415528
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.34,2105,252.6,https://www.goodreads.com/book/show/34384161-worm-holes,8.300473186119874
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.13,1941,232.92,https://www.goodreads.com/book/show/7940583-chasing-the-devil,8.297708618331054
The Addiction Manifesto,Jerry Weaver,4.75,1254,150.48,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto,8.278320570372326
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.42,1223,146.76,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds,8.276935571196535
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1032,123.83999999999999,https://www.goodreads.com/book/show/40937505,8.266581223966678
